nm_Kit_ID,mb_replicate,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,Status,Site_number_CHECK,GCN_Positive_Square,GCN_Negative_Square,Surveyor,1_km_square,Grid_reference,Easting,Northing,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P,Acti_Angu_Angu_Anguangu,Acti_Cypr_Cobi_Cobitean,Acti_Cypr_Cypr_Abrabram,Acti_Cypr_Cypr_Albuunk,Acti_Cypr_Cypr_Blicunk,Acti_Cypr_Cypr_Caracara,Acti_Cypr_Cypr_Cyprcarp,Acti_Cypr_Cypr_Gobigobi,Acti_Cypr_Cypr_Leucidus,Acti_Cypr_Cypr_Phoxphox,Acti_Cypr_Cypr_Pimeprom,Acti_Cypr_Cypr_Rutiruti,Acti_Cypr_Cypr_Tinctinc,Acti_Cypr_Nema_Barbbarb,Acti_Esoc_Esoc_Esoxluci,Acti_Gast_Gast_Gastacul,Acti_Perc_Perc_Percluci,Amph_Anur_Bufo_Bufobufo,Amph_Anur_Rani_Ranatemp,Amph_Caud_Sala_Lisshelv,Amph_Caud_Sala_Lissvulg,Amph_Caud_Sala_Tritcris,Aves_Acci_Acci_Butebute,Aves_Anse_Anat_Aixgale,Aves_Anse_Anat_Anastado,Aves_Anse_Anat_Anatsp,Aves_Char_Lari_Larusp,Aves_Colu_Colu_Colulivi,Aves_Colu_Colu_Colusp,Aves_Gall_Phas_Phascolc,Aves_Grui_Rall_Fuliatra,Aves_Grui_Rall_Gallchlo,Aves_Pass_Acro_Acroscir,Aves_Pass_Corv_Garrglan,Aves_Pass_Corv_Picapica,Aves_Pass_Musc_Eritrube,Aves_Pass_Musc_Turdsp,Aves_Pass_Panu_Panubiar,Aves_Pass_Pari_Parumajo,Aves_Pass_Pass_Pass1,Aves_Pass_Pass_Pass2,Aves_Pass_Prun_Prunmodu,Aves_Pass_Stur_Sturvulg,Aves_Pass_Sylv_Sylvatri,Aves_Pass_Trog_Trogtrog,Aves_Pele_Arde_Ardecine,Aves_Pici_Pici_Dendmajo,Aves_Pici_Pici_Picuviri,Aves_Stri_Stri_Strisp,Mamm_Arti_Cerv_Caprcapr,Mamm_Arti_Cerv_Cervelap,Mamm_Arti_Cerv_Damadama,Mamm_Arti_Cerv_Hydriner,Mamm_Arti_Cerv_Muntreev,Mamm_Carn_Cani_Vulpvulp,Mamm_Carn_Must_Lutrlutr,Mamm_Carn_Must_Melemele,Mamm_Chir_Vesp_Myotnatt,Mamm_Chir_Vesp_Pipiaust,Mamm_Euli_Sori_Sorearan,Mamm_Euli_Talp_Talpeuro,Mamm_Rode_Cric_Arviterr,Mamm_Rode_Cric_Micragre,Mamm_Rode_Cric_Myodglar,Mamm_Rode_Muri_Apodsylv,Mamm_Rode_Muri_Rattnorv,Mamm_Rode_Sciu_Sciucaro
FHT427,1,2017/05/27 00:00:00,2017/05/27 00:00:00,MATCH,OAK TREE FARM.2,9A Oak Tree Farm.2,0.1777777777777778,NA,OAK TREE FARM.2,Freshwater Habitats Trust,AH,2017/05/27 17:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,2,Positive,NA,1,NA,Adrianna,SP7021,SP7043921332,470439,221332,2,Positive,FALSE,FALSE,Positive,NA,1,150,3,2,0,3,4,3,2,100,0.6235507470194901,NA,9a,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT451,1,2017/05/26 00:00:00,2017/05/26 00:00:00,MATCH,39 SOUTH A41.1,39 South A41.1 (SP70422 17623),0.1777777777777778,39,SOUTH A41.1,Freshwater Habitats Trust,AH,2017/05/26 17:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,0,Negative,39,1,NA,Adrianna,SP7017,SP7042217623,470422,217623,0,Negative,FALSE,TRUE,Negative,NA,1,245,3,4,70,3,4,3,3,40,0.7594010182089419,NA,39,N,N,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT1052,1,2017/06/14 00:00:00,2017/06/14 00:00:00,MATCH,17 High Farm Ditch Pond,High Farm Ditch Pond,0.1768115942028986,17,High Farm Ditch Pond,Freshwater Habitats Trust,HW,2017/06/14 11:10:00,2017/07/03 00:00:00,6,No,No,Yes,Yes,NA,2017/07/03 00:00:00,12,0,Negative,17,1,NA,Hannah,TL0954,TL0935654324,509356,254324,0,Negative,FALSE,TRUE,Negative,NA,1,201,4,2,30,3,4,8,4,10,0.5919205151117644,NA,17,N,N,<0.2,0.5-1,1,0.1,0.75,0,0,0,0,0,0,0,0,19531,18011,0,0,393,0,726,1746,532,0,0,0,223,26457,0,0,0,0,0,0,0,0,0,18728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT1091,1,2017/06/11 00:00:00,2017/06/11 00:00:00,MATCH,851 Yelden Fish Pond,851 - Yeldon Fish Pond,0.1761562998405104,851,Yelden Fish Pond,Freshwater Habitats Trust,PJW,2017/06/11 09:45:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,0,Negative,851,NA,1,Penny/Jeremy,TL0066 ,TL00916634,500910,266340,0,Negative,FALSE,TRUE,NA,Negative,1,450,1,3,5,3,1,5,3,10,0.5147062759109664,NA,851,N,N,0.2-0.5,<0.2,1,0.35,0.01,0,0,285,0,0,0,61180,0,7083,0,0,60550,19923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT445,1,2017/05/27 00:00:00,2017/05/27 00:00:00,MATCH,9 OAK TREE FARM.1,9 Oak Tree Farm (SP7042121229),0.1751633986928105,9,OAK TREE FARM.1,Freshwater Habitats Trust,AH,2017/05/27 16:30:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,0,Negative,9,1,NA,Adrianna,SP7021,SP7042121229,470421,221229,0,Negative,FALSE,TRUE,Negative,NA,1,680,1,4,100,2,2,3,3,80,0.6696447931479818,NA,9,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT576,1,2017/05/24 00:00:00,2017/05/24 00:00:00,MATCH,572 Church Farm Pond,573 Church Farm Pond (SP86857 49259),0.17407407407407405,572,Church Farm Pond,Freshwater Habitats Trust,HJ,2017/05/24 10:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,0,Negative,572,NA,1,Hanna,SP8649,SP8685749259,486857,249259,0,Negative,FALSE,TRUE,NA,Negative,1,140,3,2,60,3,4,1,2,80,0.5875218725259076,NA,572,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0,0,36451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT661,NA,2017/06/26 00:00:00,2017/06/26 00:00:00,MATCH,Manor House Stadhampton,Manor House,0.17391304347826098,NA,Manor House Stadhampton,Freshwater Habitats Trust,PN,2017/06/26 08:30:00,2017/07/03 00:00:00,6,No,No,Yes,Yes,NA,2017/07/04 00:00:00,12,0,Negative,NA,NA,1,PN,SU6098,SU6057598588,460575,198588,0,Negative,FALSE,TRUE,NA,Negative,1,250,1,3,65,2,3,9,2,50,0.709134044652858,NA,MANO,N,N,<0.2,0.05-0.1,1,0.1,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT614,NA,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,180 Rectory Wood Pond 2 (180),Rectory Wood Pond 2 (180),0.17264367816091963,180,Rectory Wood Pond 2 (180),Freshwater Habitats Trust,HJ,NA,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,0,Negative,180,1,NA,Hanna,SP9641,SP9646441729,496464,241729,0,Negative,FALSE,TRUE,Negative,NA,1,890,1,3,1,2,2,9,4,85,0.811681361720868,NA,180,N,N,0.5-1,<0.02,1,0.75,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT431,1,2017/05/23 00:00:00,2017/05/23 00:00:00,MATCH,176 KILN CLOSE,176 Kiln Close (SP6843524178),0.1724137931034483,176,KILN CLOSE,Freshwater Habitats Trust,AH,2017/05/23 15:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,0,Negative,176,1,NA,Adrianna,SP6824,SP6843524178,468435,224178,0,Negative,FALSE,TRUE,Negative,NA,1,512,1,4,100,2,3,3,3,10,0.6558531091718792,NA,176,N,N,0.2-0.5,0.5-1,1,0.35,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23213,0,0,0,0,0,0,29009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT393,1,2017/05/24 00:00:00,2017/05/24 00:00:00,MATCH,519 SCHOOL LANE,519 School Lane (SP77136 11116),0.17204301075268824,519,SCHOOL LANE,Freshwater Habitats Trust,AH,2017/05/24 11:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,0,Negative,519,NA,1,Adrianna,SP7711,SP7713611116,477136,211116,0,Negative,FALSE,TRUE,NA,Negative,1,170,2,3,100,3,3,5,3,5,0.6088515412862928,NA,519,N,Y,<0.2,0.1-0.2,1,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT422,1,2017/05/23 00:00:00,2017/05/23 00:00:00,MATCH,502 FCC WASTE 2,502 FCC Waste 2 (SP68867 23930),0.17204301075268824,502,FCC WASTE 2,Freshwater Habitats Trust,AH,2017/05/23 12:30:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,0,0,Inconclusive,502,NA,1,Adrianna,SP6823,SP6886723930,468867,223930,0,Inconclusive,FALSE,FALSE,NA,Inconclusive,1,7000,1,4,90,2,2,7,3,20,0.6772559326868367,NA,500,N,Y,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT432,1,2017/05/24 00:00:00,2017/05/24 00:00:00,MATCH,306 BIERTON LAWN,306 Bierton Lawn (SP 84617 15428),0.1717171717171717,306,BIERTON LAWN,Freshwater Habitats Trust,AH,2017/05/24 14:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,1,Positive,306,NA,1,Adrianna,SP8415,SP8461715428,484617,215428,1,Positive,FALSE,FALSE,NA,Positive,1,350,4,1,80,2,4,4,2,5,0.3520585197908173,NA,306,N,Y,<0.2,0.5-1,1,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206934,0,32402,0,0,0,0,0,0,18776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT727,1,2017/06/03 00:00:00,2017/06/03 00:00:00,MATCH,752 752 - Rivermead NP,752 - Rivermead NP,0.1717171717171717,752,752 - Rivermead NP,Freshwater Habitats Trust,JB,2017/06/03 10:15:00,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/22 00:00:00,12,0,Negative,752,NA,1,JB,SP5203,SP5266403267,452664,203267,0,Negative,FALSE,TRUE,NA,Negative,1,430,1,3,20,3,2,1,3,10,0.6483210389544509,NA,752,N,N,0.2-0.5,0.02-0.05,2,0.35,0.035,0,0,0,0,0,0,0,0,0,0,0,10665,0,0,0,135549,0,130044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT577,1,2017/05/18 00:00:00,2017/05/18 00:00:00,MATCH,482 161 Bedford Raod Old Farm Pond (TL 0600 4409),161 Bedford Raod Old Farm Pond (TL 0600 4409),0.17165532879818612,482,161 Bedford Raod Old Farm Pond (TL 0600 4409),Freshwater Habitats Trust,HJ,2017/05/18 15:30:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,10,0,Negative,482,1,NA,Hanna,TL0644,TL06004409,506000,244090,0,Negative,FALSE,TRUE,Negative,NA,1,99,2,2,0,3,4,19,4,90,0.7540126716139491,NA,482,N,N,<0.2,0.5-1,1,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11669,5768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT869,2,2017/06/10 00:00:00,2017/06/10 00:00:00,MATCH,954 Russels Water,Russels Water,0.16817496229260942,954,Russels Water,Freshwater Habitats Trust,Jeremy,2017/06/10 11:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/27 00:00:00,12,0,Negative,954,NA,1,Jeremy,SU7089,SU7084389782,470843,189782,0,Negative,FALSE,TRUE,NA,Negative,1,625,2,2,70,1,1,9,4,5,0.3137380530369312,NA,954,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,106627,276654,0,0,0,6004,0,0,0,0,0,0,0,0,0,0,0,0,0,32561,0,0,0,0,0,0,4623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT869,1,2017/06/10 00:00:00,2017/06/10 00:00:00,MATCH,954 Russels Water,Russels Water,0.16817496229260942,954,Russels Water,Freshwater Habitats Trust,Jeremy,2017/06/10 11:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/27 00:00:00,12,0,Negative,954,NA,1,Jeremy,SU7089,SU7084389782,470843,189782,0,Negative,FALSE,TRUE,NA,Negative,1,625,2,2,70,1,1,9,4,5,0.3137380530369312,NA,954,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,82772,406146,0,0,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,36199,392,0,0,8099,0,0,7917,0,0,29948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT424,1,2017/05/29 00:00:00,2017/05/29 00:00:00,MATCH,506 BRIARHILL.2,506 Briarhill.2 (SP6838426778),0.16666666666666674,506,BRIARHILL.2,Freshwater Habitats Trust,AH,2017/05/29 10:30:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,0,Negative,506,1,NA,Adrianna,SP6826,SP6838426778,468384,226778,0,Negative,FALSE,TRUE,Negative,NA,1,250,3,3,100,3,3,2,3,1,0.5488679043312356,NA,506,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT443,NA,2017/05/29 00:00:00,2017/05/29 00:00:00,MATCH,384 COLLEGE BARN,384 College Barn (SP72160 31114),0.16666666666666674,384,COLLEGE BARN,Freshwater Habitats Trust,AH,2017/05/29 13:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,0,Negative,384,NA,1,Adrianna,SP7231,SP7216031114,472160,231114,0,Negative,FALSE,TRUE,NA,Negative,1,700,1,3,85,1,4,1,4,10,0.4527379043650391,NA,384,N,N,<0.2,0.2-0.5,1,0.1,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT579,1,2017/05/17 00:00:00,2017/05/17 00:00:00,MATCH,45 Turvey Pond,45 Turvey Pond (SP9465 5257),0.16666666666666674,45,Turvey Pond,Freshwater Habitats Trust,HJ,2017/05/17 14:30:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,2,Positive,45,1,NA,Hanna,SP9452,SP94655257,494650,252570,2,Positive,FALSE,FALSE,Positive,NA,1,45,4,3,15,3,4,1,3,95,0.5080061600976983,NA,45,N,N,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180354,0,0,0,0,0,0,0,7093,0,0,0,0,0,6800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6002,0,0,0,0,0,0,0,0,0,0
FHT1096,1,2017/06/11 00:00:00,2017/06/11 00:00:00,MATCH,858 858 - Little Stoughton W.,858 - Little Stoughton W.,0.16597701149425292,858,858 - Little Stoughton W.,Freshwater Habitats Trust,PJW,2017/06/11 17:40:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,"all tubes missing a few mls, topped up with HPLC water at SR",2017/06/28 00:00:00,12,5,Positive,858,NA,1,PJW,TL0961,TL0960761559,509607,261559,5,Positive,FALSE,FALSE,NA,Positive,1,170,3,3,98,3,4,9,3,0.5,0.6094569253353809,NA,858,N,N,0.2-0.5,0.2-0.5,1,0.35,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,14453,45630,0,0,215,0,0,0,0,0,0,148842,0,0,0,0,19400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4345
FHT706,NA,2017/05/14 00:00:00,2017/05/14 00:00:00,MATCH,154 154 Wotton Kirtland (SP 47736 01203),154 Wotton Kivtland (SP 47736 01203),0.16521164021164025,154,154 Wotton Kirtland (SP 47736 01203),Freshwater Habitats Trust,Jeremy,NA,2017/05/23 00:00:00,6,No,No,Yes,Yes,NA,2017/05/24 00:00:00,12,10,Positive,154,1,NA,Jeremy,SP4701,SP4773601203,447736,201203,10,Positive,FALSE,FALSE,Positive,NA,1,100,3,2,50,3,4,5,3,25,0.6401290016091663,NA,154,N,N,<0.2,0.05-0.1,1,0.1,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT403,NA,2017/05/23 00:00:00,2017/05/23 00:00:00,MATCH,168 NORTH END ROAD,168 North End Road (SP 69850 27647),0.161904761904762,168,NORTH END ROAD,Freshwater Habitats Trust,AH,2017/05/23 16:30:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,1,Positive,168,1,NA,Adrianna,SP6927,SP6985027647,469850,227647,1,Positive,FALSE,FALSE,Positive,NA,1,55,3,4,75,3,4,1,4,0,0.5621226116915482,NA,168,N,N,<0.2,0.1-0.2,1,0.1,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT435,1,2017/05/23 00:00:00,2017/05/23 00:00:00,MATCH,363 ROSEHILL FARM,363 Rosehill Farm (SP69579 25649),0.16161616161616166,363,ROSEHILL FARM,Freshwater Habitats Trust,AH,2017/05/23 17:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,0,Negative,363,NA,1,Adrianna,SP6925,SP6957925649,469579,225649,0,Negative,FALSE,TRUE,NA,Negative,1,200,1,4,40,3,3,5,3,70,0.829120343336187,NA,363,N,N,<0.2,0.2-0.5,1,0.1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT959,1,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,932 Fino Dank Cottage,Fino Dank Cottage,0.1615312791783381,932,Fino Dank Cottage,Freshwater Habitats Trust,P.N,2017/06/15 18:15:00,2017/06/23 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,0,Negative,932,NA,1,PN,SU6894,SU6895794130,468957,194130,0,Negative,FALSE,TRUE,NA,Negative,1,4,1,4,0,3,4,2,3,50,0.6956279106544365,NA,932,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437526,0,374082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT563,1,2017/05/23 00:00:00,2017/05/23 00:00:00,MATCH,556 Grange Road,556- 115 Grange Road,0.1611111111111112,556,Grange Road,Freshwater Habitats Trust,HJ,NA,2017/06/08 00:00:00,6,No,No,Yes,Yes,NA,2017/06/08 00:00:00,12,0,Negative,556,NA,1,Hanna,TL1552,TL1511852204,515118,252204,0,Negative,FALSE,TRUE,NA,Negative,1,525,1,2,1,2,3,6,2,0,0.6487152761184136,NA,556,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,145099,0,0,0,0,0,0,0,0,0,0,0,7737,0,0,44496,0,0,0,24124,0,0,0,0,0,0,0,0,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT1090,1,2017/06/11 00:00:00,NA,NA,852 852 - S. Yeldon nr. Red Barn,852 - S. Yeldon nr. Red Barn,0.1607142857142858,852,852 - S. Yeldon nr. Red Barn,Freshwater Habitats Trust,PJW,2017/06/11 09:00:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,1,2,Positive,NA,NA,1,PJW,TL0065,TL0096165223,500961,265223,2,Positive,FALSE,FALSE,NA,Positive,1,240,3,3,70,3,4,4,2,30,0.6879888113649935,NA,892,n,n,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT732,1,2017/06/03 00:00:00,2017/06/03 00:00:00,MATCH,753 753 Henry Stephen Main,753 Henry Stephen Main,0.1573426573426574,753,753 Henry Stephen Main,Freshwater Habitats Trust,JB,2017/06/03 13:00:00,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/22 00:00:00,12,0,Negative,753,NA,1,JB,SP5506,SP5598606666,455986,206666,0,Negative,FALSE,TRUE,NA,Negative,1,2800,1,3,100,3,2,7,3,50,0.6483210389544509,NA,752,Y,Y,<0.2,0.2-0.5,1,0.1,0.35,0,0,0,0,0,4889,0,0,0,0,0,0,0,0,0,141792,0,10133,0,0,0,0,0,0,5993,0,0,0,0,0,0,0,0,0,5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013
FHT433,1,2017/05/24 00:00:00,2017/05/24 00:00:00,MATCH,68 MANOR FARM POND,68 Manor Farm Pond (SP86890 19147),0.15686274509803932,68,MANOR FARM POND,Freshwater Habitats Trust,AH,2017/05/24 14:30:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/01 00:00:00,12,1,Positive,68,1,NA,Adrianna,SP8619,SP8689019147,486890,219147,1,Positive,FALSE,FALSE,Positive,NA,1,1070,1,4,40,2,3,4,2,40,0.7749487021602148,NA,68,N,N,<0.2,0.1-0.2,1,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
